source,title,speaking
LOGU I TRIMËRISË,Logu I Trimërisë,Logu I Trimerise
LOHA,Loha,Loha
LOKAČ,Lokač,Lokac
LOKVA,Lokva,Lokva
LOMA PARKAQIT,Loma Parkaqit,Loma Parkaqit
LONDRA,Londra,Londra
LONGARI,Longari,Longari
LOPČANSKA,Lopčanska,Lopcanska
LORD BAJRONI,Lord Bajroni,Lord Bajroni
LORDI BAJRON,Lordi Bajron,Lordi Bajron
LORENC ANTONI,Lorenc Antoni,Lorenc Antoni
LORENC TUSHI,Lorenc Tushi,Lorenc Tushi
LORO BORIÇI,Loro Boriçi,Loro Borici
LOT VAKU,Lot Vaku,Lot Vaku
LOTË VAKU,Lotë Vaku,Lote Vaku
LUAN DINAJ E VEHBI HASANAJ,Luan Dinaj e Vehbi Hasanaj,Luan Dinaj e Vehbi Hasanaj
LUAN GASHI,Luan Gashi,Luan Gashi
LUAN HARADINAJ,Luan Haradinaj,Luan Haradinaj
LUAN KRASNIQI,Luan Krasniqi,Luan Krasniqi
LUAN NIMONAJ,Luan Nimonaj,Luan Nimonaj
LUAN QERIMAJ,Luan Qerimaj,Luan Qerimaj
LUAN SMAJLI,Luan Smajli,Luan Smajli
LUAN ÇELAJ,Luan Çelaj,Luan Celaj
LUARASI,Luarasi,Luarasi
LUBOCI,Luboci,Luboci
LUBONJA,Lubonja,Lubonja
LUBOTENI,Luboteni,Luboteni
LUCIA BASHOTA,Lucia Bashota,Lucia Bashota
LUDORF SHARPING,Ludorf Sharping,Ludorf Sharping
LUDVIG VAN BETOVEN,Ludvig Van Betoven,Ludvig Van Betoven
LUFTA E UÇK,Lufta e Uçk,Lufta e Uck
LUFTËTARI,Luftëtari,Luftetari
LUFTËTARI I LIRISË,Luftëtari I Lirisë,Luftetari I Lirise
LUFTËTARËRT E LIRISË,Luftëtarërt e Lirisë,Luftetarert e Lirise
LUFTËTARËT,Luftëtarët,Luftetaret
LUFTËTARËT,Luftëtarët,Luftetaret
LUFTËTARËT E BRAINËS,Luftëtarët e Brainës,Luftetaret e Braines
LUFTËTARËT E DUJAKES,Luftëtarët e Dujakes,Luftetaret e Dujakes
LUFTËTARËT E JANINËS,Luftëtarët e Janinës,Luftetaret e Janines
LUFTËTARËT E LIRISË,Luftëtarët e Lirisë,Luftetaret e Lirise
LUFTËTARËT E LUMËS,Luftëtarët e Lumës,Luftetaret e Lumes
LUFTËTARËT E UÇK,Luftëtarët e Uçk,Luftetaret e Uck
LUFTËTARËT E UÇK,Luftëtarët e Uçk,Luftetaret e Uck
LUFTËTARËT NIMANAJ,Luftëtarët Nimanaj,Luftetaret Nimanaj
LUGI I KISHËS,Lugi I Kishës,Lugi I Kishes
LUGI I LIKËS,Lugi I Likës,Lugi I Likes
LUGI SHEHUT,Lugi Shehut,Lugi Shehut
LUGINA,Lugina,Lugina
LUGINA E ARTË,Lugina e Artë,Lugina e Arte
LUGINA E DEVOLLIT,Lugina e Devollit,Lugina e Devollit
LUGINA E MATIT,Lugina e Matit,Lugina e Matit
LUGINA E PRESHEVËS,Lugina e Preshevës,Lugina e Presheves
LUGINA E SHKUMBINIT,Lugina e Shkumbinit,Lugina e Shkumbinit
LUGINA E UJIT,Lugina e Ujit,Lugina e Ujit
LUGJE,Lugje,Lugje
LUGJET,Lugjet,Lugjet
LUGJET E VERDHA,Lugjet e Verdha,Lugjet e Verdha
LUGJEVE,Lugjeve,Lugjeve
LUGMIRI,Lugmiri,Lugmiri
LUGU I ARRAVE,Lugu I Arrave,Lugu I Arrave
LUGU I BAHQËS,Lugu I Bahqës,Lugu I Bahqes
LUGU I BAJRAMIT,Lugu I Bajramit,Lugu I Bajramit
LUGU I BEGUT,Lugu I Begut,Lugu I Begut
LUGU I CUFADOLIT,Lugu I Cufadolit,Lugu I Cufadolit
LUGU I DALANIT,Lugu I Dalanit,Lugu I Dalanit
LUGU I DRINIT,Lugu I Drinit,Lugu I Drinit
LUGU I GOCAVE,Lugu I Gocave,Lugu I Gocave
LUGU I GUSAVE,Lugu I Gusave,Lugu I Gusave
LUGU I HOXHËS,Lugu I Hoxhës,Lugu I Hoxhes
LUGU I KAMBERIT,Lugu I Kamberit,Lugu I Kamberit
LUGU I KEQ,Lugu I Keq,Lugu I Keq
LUGU I KORDHAKUT,Lugu I Kordhakut,Lugu I Kordhakut
LUGU I KRONIT,Lugu I Kronit,Lugu I Kronit
LUGU I KUMBULLAVE,Lugu I Kumbullave,Lugu I Kumbullave
LUGU I KËRRNINËS,Lugu I Kërrninës,Lugu I Kerrnines
LUGU I MADH,Lugu I Madh,Lugu I Madh
LUGU I MADHË,Lugu I Madhë,Lugu I Madhe
LUGU I MEJDANIT,Lugu I Mejdanit,Lugu I Mejdanit
LUGU I MIRË,Lugu I Mirë,Lugu I Mire
LUGU I MULLIRIT,Lugu I Mullirit,Lugu I Mullirit
LUGU I ODËS,Lugu I Odës,Lugu I Odes
LUGU I QEREPËVE,Lugu I Qerepëve,Lugu I Qerepeve
LUGU I THANËS,Lugu I Thanës,Lugu I Thanes
LUGU I TRËNDAFILAVE,Lugu I Trëndafilave,Lugu I Trendafilave
LUGU I VADES,Lugu I Vades,Lugu I Vades
LUGU I VOGËL,Lugu I Vogël,Lugu I Vogel
LUGU I VOS,Lugu I Vos,Lugu I Vos
LUGU I ZEKËS,Lugu I Zekës,Lugu I Zekes
LUGU ÇEJËS,Lugu Çejës,Lugu Cejes
LUGUT,Lugut,Lugut
LUIGJ GASHI,Luigj Gashi,Luigj Gashi
LUIGJ GURAKUQI,Luigj Gurakuqi,Luigj Gurakuqi
LUIGJ GURAKUQI,Luigj Gurakuqi,Luigj Gurakuqi
LUIGJ NIKOLLA,Luigj Nikolla,Luigj Nikolla
LUIGJ PALAJ,Luigj Palaj,Luigj Palaj
LUKARSKA,Lukarska,Lukarska
LUKË SIMONI,Lukë Simoni,Luke Simoni
LUL GJOCI,Lul Gjoci,Lul Gjoci
LULAJ,Lulaj,Lulaj
LULEKUQJA E KOSOVËS,Lulekuqja e Kosovës,Lulekuqja e Kosoves
LULET,Lulet,Lulet
LULET E LIRISË,Lulet e Lirisë,Lulet e Lirise
LULET E MAJIT,Lulet e Majit,Lulet e Majit
LULET E VERËS,Lulet e Verës,Lulet e Veres
LULEVE,Luleve,Luleve
LULGJAKU,Lulgjaku,Lulgjaku
LULISHTJA,Lulishtja,Lulishtja
LULIČI,Luliči,Lulici
LULJA E KUJTIMIT,Lulja e Kujtimit,Lulja e Kujtimit
LULJETA SHALA,Luljeta Shala,Luljeta Shala
LULJETË SHALA,Luljetë Shala,Luljete Shala
LULKUQET E PRILLIT,Lulkuqet e Prillit,Lulkuqet e Prillit
LULZIM BYLYKBASHI,Lulzim Bylykbashi,Lulzim Bylykbashi
LULZIM DHE BEDRI BALIU,Lulzim Dhe Bedri Baliu,Lulzim Dhe Bedri Baliu
LULZIM GUTA,Lulzim Guta,Lulzim Guta
LULZIM GUTAJ,Lulzim Gutaj,Lulzim Gutaj
LULZIM HAXHIMUSA,Lulzim Haxhimusa,Lulzim Haxhimusa
LULZIM HOTI,Lulzim Hoti,Lulzim Hoti
LULZIM ISUFAJ,Lulzim Isufaj,Lulzim Isufaj
LULZIM JASHARI,Lulzim Jashari,Lulzim Jashari
LULZIM JASHARI-KINGJI,Lulzim Jashari-Kingji,Lulzim Jashari-Kingji
LULZIM KRASNIQI,Lulzim Krasniqi,Lulzim Krasniqi
LULZIM LLUGIQI,Lulzim Llugiqi,Lulzim Llugiqi
LULZIM MORINA,Lulzim Morina,Lulzim Morina
LULZIM NERJOVAJ,Lulzim Nerjovaj,Lulzim Nerjovaj
LULZIM OSMANI,Lulzim Osmani,Lulzim Osmani
LULZIM POZHEGU,Lulzim Pozhegu,Lulzim Pozhegu
LULZIM RAMADANI,Lulzim Ramadani,Lulzim Ramadani
LULZIM REXHEPI,Lulzim Rexhepi,Lulzim Rexhepi
LULZIM TAHIRAJ,Lulzim Tahiraj,Lulzim Tahiraj
LULZIM VESELAJ,Lulzim Veselaj,Lulzim Veselaj
LULË FUSHE,Lulë Fushe,Lule Fushe
LULË KUQE,Lulë Kuqe,Lule Kuqe
LULËZIM JASHARI,Lulëzim Jashari,Lulezim Jashari
LUMA,Luma,Luma
LUMA E KUQE,Luma e Kuqe,Luma e Kuqe
LUMBARDHI,Lumbardhi,Lumbardhi
LUMI,Lumi,Lumi
LUMI ARTA,Lumi Arta,Lumi Arta
LUMI BUTSINA,Lumi Butsina,Lumi Butsina
LUMI DRENICË,Lumi Drenicë,Lumi Drenice
LUMI HOÇË,Lumi Hoçë,Lumi Hoce
LUMI I  BANULLËS,Lumi I  Banullës,Lumi I  Banulles
LUMI I LESHANIT,Lumi I Leshanit,Lumi I Leshanit
LUMI I MAVRIQIT,Lumi I Mavriqit,Lumi I Mavriqit
LUMI I VËRMOSHIT,Lumi I Vërmoshit,Lumi I Vermoshit
LUMIT,Lumit,Lumit
LUMJANI,Lumjani,Lumjani
LUMJANËT,Lumjanët,Lumjanet
LUMNAJA,Lumnaja,Lumnaja
LUMNAS,Lumnas,Lumnas
LUMNI BALIU,Lumni Baliu,Lumni Baliu
LUMNI SURDULLI,Lumni Surdulli,Lumni Surdulli
LUMNIE RAKA,Lumnie Raka,Lumnie Raka
LUMNIJE RAKA,Lumnije Raka,Lumnije Raka
LUMTHATI,Lumthati,Lumthati
LUMTURIA,Lumturia,Lumturia
LUMË MIRI,Lumë Miri,Lume Miri
LURA,Lura,Lura
LUSH E SALIH BINAKAJ,Lush e Salih Binakaj,Lush e Salih Binakaj
LUSH FAZLIA,Lush Fazlia,Lush Fazlia
LUSHAJ,Lushaj,Lushaj
LUSHI,Lushi,Lushi
LUSHNJA,Lushnja,Lushnja
LUSRIA,Lusria,Lusria
LUTAJ,Lutaj,Lutaj
LUTFI AJVAZI,Lutfi Ajvazi,Lutfi Ajvazi
LUTFI BILALLI,Lutfi Bilalli,Lutfi Bilalli
LUTFI HAJDARI,Lutfi Hajdari,Lutfi Hajdari
LUTFI HASANI,Lutfi Hasani,Lutfi Hasani
LUTFI HAXHIDEMA,Lutfi Haxhidema,Lutfi Haxhidema
LUTFI ISLAMI,Lutfi Islami,Lutfi Islami
LUTFI KRASNIQI,Lutfi Krasniqi,Lutfi Krasniqi
LUTFI MUSIQI,Lutfi Musiqi,Lutfi Musiqi
LUTFI MUSTAFA,Lutfi Mustafa,Lutfi Mustafa
LUTFI SPAHIU,Lutfi Spahiu,Lutfi Spahiu
LUTFI VITIA,Lutfi Vitia,Lutfi Vitia
LUTË GLLANASELLA,Lutë Gllanasella,Lute Gllanasella
LUÇIJE BASHOTA,Luçije Bashota,Lucije Bashota
LYPETENI,Lypeteni,Lypeteni
LËNDINA,Lëndina,Lendina
LËNDINA E DODËS,Lëndina e Dodës,Lendina e Dodes
LËVIZJA KAQAKE,Lëvizja Kaqake,Levizja Kaqake
LËVIZJA KAÇAKE,Lëvizja Kaçake,Levizja Kacake
LËVIZJA UÇK,Lëvizja Uçk,Levizja Uck
MADHE TOLAJ LOKAJ,Madhe Tolaj Lokaj,Madhe Tolaj Lokaj
MADHËSHTIA E KOMBIT,Madhështia e Kombit,Madheshtia e Kombit
MAGURË,Magurë,Magure
MAHALLAT,Mahallat,Mahallat
MAHI LOKU,Mahi Loku,Mahi Loku
MAHIR DOMI,Mahir Domi,Mahir Domi
MAHIR KAMBERI,Mahir Kamberi,Mahir Kamberi
MAHMUT ALIU,Mahmut Aliu,Mahmut Aliu
MAHMUT BAKALLI,Mahmut Bakalli,Mahmut Bakalli
MAHMUT BERISHA,Mahmut Berisha,Mahmut Berisha
MAHMUT QORRI,Mahmut Qorri,Mahmut Qorri
MAHMUT REKA,Mahmut Reka,Mahmut Reka
MAHMUTAJ,Mahmutaj,Mahmutaj
MAHMUTAJT,Mahmutajt,Mahmutajt
MAHMUTI,Mahmuti,Mahmuti
MAJA E ARNENIT,Maja e Arnenit,Maja e Arnenit
MAJA E DRITËS,Maja e Dritës,Maja e Drites
MAJA E GERBESHIT,Maja e Gerbeshit,Maja e Gerbeshit
MAJA E GOLESHIT,Maja e Goleshit,Maja e Goleshit
MAJA E LUBOTENIT,Maja e Lubotenit,Maja e Lubotenit
MAJA E PASHTRIKUT,Maja e Pashtrikut,Maja e Pashtrikut
MAJDANI,Majdani,Majdani
MAJI 1999,Maji 1999,Maji 1999
MAJKE JEVROSIME,Majke Jevrosime,Majke Jevrosime
MAJORA TEPIĆA,Majora Tepića,Majora Tepica
MAJSTORSKA,Majstorska,Majstorska
MAK DIZDAR,Mak Dizdar,Mak Dizdar
MAKA,Maka,Maka
MAKENZIJEVA,Makenzijeva,Makenzijeva
MAKIAVELI,Makiaveli,Makiaveli
MAKICAJT,Makicajt,Makicajt
MAKSUT KUÇI,Maksut Kuçi,Maksut Kuci
MAKSUT QAFLESHI,Maksut Qafleshi,Maksut Qafleshi
MAKSUT REKALIU,Maksut Rekaliu,Maksut Rekaliu
MAKSUTAJ,Maksutaj,Maksutaj
MAKSUTAJT,Maksutajt,Maksutajt
MAKSUTI,Maksuti,Maksuti
MALAJ,Malaj,Malaj
MALAJT,Malajt,Malajt
MALET,Malet,Malet
MALET,Malet,Malet
MALET E BERISHËS,Malet e Berishës,Malet e Berishes
MALET E BLINAJES,Malet e Blinajes,Malet e Blinajes
MALET E BREGUT,Malet e Bregut,Malet e Bregut
MALET E KARADAKUT,Malet e Karadakut,Malet e Karadakut
MALET E SHARRIT,Malet e Sharrit,Malet e Sharrit
MALET TONA,Malet Tona,Malet Tona
MALI,Mali,Mali
MALI  I ZHVESHUR,Mali  I Zhveshur,Mali  I Zhveshur
MALI I ARGJENT,Mali I Argjent,Mali I Argjent
MALI I FSHATIT,Mali I Fshatit,Mali I Fshatit
MALI I MADH,Mali I Madh,Mali I Madh
MALI I MADHË,Mali I Madhë,Mali I Madhe
MALI I REXHEPIT,Mali I Rexhepit,Mali I Rexhepit
MALI I ROBIT,Mali I Robit,Mali I Robit
MALIQ ADEMI,Maliq Ademi,Maliq Ademi
MALIQ DABINOVCI,Maliq Dabinovci,Maliq Dabinovci
MALIQ DËRVISHAJ,Maliq Dërvishaj,Maliq Dervishaj
MALIQ HASANI,Maliq Hasani,Maliq Hasani
MALIQ HOTI,Maliq Hoti,Maliq Hoti
MALIQ HOXHA,Maliq Hoxha,Maliq Hoxha
MALIQ JAHA,Maliq Jaha,Maliq Jaha
MALIQ KAMBERI,Maliq Kamberi,Maliq Kamberi
MALIQ MAKSUTI,Maliq Maksuti,Maliq Maksuti
MALIQ MALIQI,Maliq Maliqi,Maliq Maliqi
MALIQ MEHOLLI,Maliq Meholli,Maliq Meholli
MALIQ PASHË GJINOLLI,Maliq Pashë Gjinolli,Maliq Pashe Gjinolli
MALIQ SELISHTA,Maliq Selishta,Maliq Selishta
MALIQ SMAKA,Maliq Smaka,Maliq Smaka
MALIQ TORBANI,Maliq Torbani,Maliq Torbani
MALIQ ZENA,Maliq Zena,Maliq Zena
MALIQ ZHARKU,Maliq Zharku,Maliq Zharku
MALIQ ZYMERI,Maliq Zymeri,Maliq Zymeri
MALIQI,Maliqi,Maliqi
MALIT,Malit,Malit
MALJEKOVCI,Maljekovci,Maljekovci
MALLAKASTRA,Mallakastra,Mallakastra
MALO GAMI,Malo Gami,Malo Gami
MALOGOJEC,Malogojec,Malogojec
MALOKAJT,Malokajt,Malokajt
MALOKU,Maloku,Maloku
MALOKU DUBRAVË,Maloku Dubravë,Maloku Dubrave
MALOKËVE,Malokëve,Malokeve
MALOROPOTSKA,Maloropotska,Maloropotska
MALSIA E VOGËL,Malsia e Vogël,Malsia e Vogel
MALSISË,Malsisë,Malsise
MALSORI,Malsori,Malsori
MALUSH GASHI,Malush Gashi,Malush Gashi
MALUSH KOSOVA,Malush Kosova,Malush Kosova
MALUSH MERIQI,Malush Meriqi,Malush Meriqi
MALUSH MIRIQI,Malush Miriqi,Malush Miriqi
MALË JUSAJ,Malë Jusaj,Male Jusaj
MALË RAMA,Malë Rama,Male Rama
MALË ZEJNAJ,Malë Zejnaj,Male Zejnaj
MALËSIA,Malësia,Malesia
MALËSIA E BUNJAJT,Malësia e Bunjajt,Malesia e Bunjajt
MALËSIA E GOLLAKUT,Malësia e Gollakut,Malesia e Gollakut
MALËSIA E MADHE,Malësia e Madhe,Malesia e Madhe
MALËSIA E MARECIT,Malësia e Marecit,Malesia e Marecit
MALËSIA E VOGËL,Malësia e Vogël,Malesia e Vogel
MALËSIA SHQIPTARE,Malësia Shqiptare,Malesia Shqiptare
MALËSORET,Malësoret,Malesoret
MALËSORI,Malësori,Malesori
MALËSORËT,Malësorët,Malesoret
MALËSORËT E STRUZHËS,Malësorët e Struzhës,Malesoret e Struzhes
MALËSORËT SHQIPTARË,Malësorët Shqiptarë,Malesoret Shqiptare
MAN DASHI,Man Dashi,Man Dashi
MAN HAJDINI,Man Hajdini,Man Hajdini
MAN PERKOLA,Man Perkola,Man Perkola
MAN SALLAUKA,Man Sallauka,Man Sallauka
MANAFERRAT,Manaferrat,Manaferrat
MANASTIRI,Manastiri,Manastiri
MANASTIRSKA,Manastirska,Manastirska
MANAT,Manat,Manat
MANE SHYTI,Mane Shyti,Mane Shyti
MANGOVCI,Mangovci,Mangovci
MANGOVO,Mangovo,Mangovo
MANI,Mani,Mani
MANRECI,Manreci,Manreci
MANUSH ALIMANI,Manush Alimani,Manush Alimani
MANUSH BERISHA,Manush Berisha,Manush Berisha
MANUSH MUSTAFA,Manush Mustafa,Manush Mustafa
MANÇESTERI,Mançesteri,Mancesteri
MAQEKËT,Maqekët,Maqeket
MARASH MERTURI,Marash Merturi,Marash Merturi
MAREVCI,Marevci,Marevci
MARGARITA TUTULANI,Margarita Tutulani,Margarita Tutulani
MARGARITARËT,Margaritarët,Margaritaret
MARIE KRAJA,Marie Kraja,Marie Kraja
MARIE KRAJA,Marie Kraja,Marie Kraja
MARIE SHLLAKU,Marie Shllaku,Marie Shllaku
MARIE SHLLAKU,Marie Shllaku,Marie Shllaku
MARIE ÇOBA,Marie Çoba,Marie Coba
MARIGO,Marigo,Marigo
MARIGONA,Marigona,Marigona
MARIJE KRAJA,Marije Kraja,Marije Kraja
MARIJE PETROVIĆ,Marije Petrović,Marije Petrovic
MARIJE SHLLAKU,Marije Shllaku,Marije Shllaku
MARIJE SHLLAKU,Marije Shllaku,Marije Shllaku
MARIN  BARLETI,Marin  Barleti,Marin  Barleti
MARIN BARLETI,Marin Barleti,Marin Barleti
MARIN BIÇIKEMI,Marin Biçikemi,Marin Bicikemi
MARINEC,Marinec,Marinec
MARJAN GECI,Marjan Geci,Marjan Geci
MARJAN SHABANI,Marjan Shabani,Marjan Shabani
MARK AVDYLI,Mark Avdyli,Mark Avdyli
MARK BIBA,Mark Biba,Mark Biba
MARK DIZDARI,Mark Dizdari,Mark Dizdari
MARK ISAKU,Mark Isaku,Mark Isaku
MARK KAÇINARI,Mark Kaçinari,Mark Kacinari
MARK KAÇINARI,Mark Kaçinari,Mark Kacinari
MARK LLESHI,Mark Lleshi,Mark Lleshi
MARK LLESHI,Mark Lleshi,Mark Lleshi
MARK MALOTA,Mark Malota,Mark Malota
MARK MUSOLLI,Mark Musolli,Mark Musolli
MARK PALUCAJ,Mark Palucaj,Mark Palucaj
MARK RAKA,Mark Raka,Mark Raka
MARK SOPI,Mark Sopi,Mark Sopi
MARK SOPJANI,Mark Sopjani,Mark Sopjani
MARK UKA,Mark Uka,Mark Uka
MARKA CARA,Marka Cara,Marka Cara
MARKAJ E GJOKAJ,Markaj e Gjokaj,Markaj e Gjokaj
MARKAJ E PJETËRGJINI,Markaj e Pjetërgjini,Markaj e Pjetergjini
MARKO BOÇARI,Marko Boçari,Marko Bocari
MARSHI I UÇK,Marshi I Uçk,Marshi I Uck
MARSHI UÇK,Marshi Uçk,Marshi Uck
MARSI 1989,Marsi 1989,Marsi 1989
MARSI 81,Marsi 81,Marsi 81
MARSI 89,Marsi 89,Marsi 89
MARSI 99,Marsi 99,Marsi 99
MARSI I MARTIRËVE,Marsi I Martirëve,Marsi I Martireve
MARTANESHI,Martaneshi,Martaneshi
MARTIN BEKA,Martin Beka,Martin Beka
MARTIN CAMAJ,Martin Camaj,Martin Camaj
MARTIN CAMAJ,Martin Camaj,Martin Camaj
MARTIN E NDUE NIKOLLA,Martin e Ndue Nikolla,Martin e Ndue Nikolla
MARTIN LUTER KING,Martin Luter King,Martin Luter King
MARTIRET,Martiret,Martiret
MARTIRET E LIRISË,Martiret e Lirisë,Martiret e Lirise
MARTIRËT,Martirët,Martiret
MARTIRËT  E KOMBIT,Martirët  e Kombit,Martiret  e Kombit
MARTIRËT 19,Martirët 19,Martiret 19
MARTIRËT 1912,Martirët 1912,Martiret 1912
MARTIRËT ABAZAJ,Martirët Abazaj,Martiret Abazaj
MARTIRËT ABAZIBRA,Martirët Abazibra,Martiret Abazibra
MARTIRËT AHMETAJ,Martirët Ahmetaj,Martiret Ahmetaj
MARTIRËT ALIU,Martirët Aliu,Martiret Aliu
MARTIRËT ARUQAJ,Martirët Aruqaj,Martiret Aruqaj
MARTIRËT ASLLANI,Martirët Asllani,Martiret Asllani
MARTIRËT BAJRAJ,Martirët Bajraj,Martiret Bajraj
MARTIRËT BAJRAKTARI ZEQIRI,Martirët Bajraktari Zeqiri,Martiret Bajraktari Zeqiri
MARTIRËT BAJRAMI,Martirët Bajrami,Martiret Bajrami
MARTIRËT BARDHECI,Martirët Bardheci,Martiret Bardheci
MARTIRËT BEGANI DHE JUSOLLI,Martirët Begani Dhe Jusolli,Martiret Begani Dhe Jusolli
MARTIRËT BEKA,Martirët Beka,Martiret Beka
MARTIRËT BEQIRI,Martirët Beqiri,Martiret Beqiri
MARTIRËT BERISHA,Martirët Berisha,Martiret Berisha
MARTIRËT BILALLI DANI,Martirët Bilalli Dani,Martiret Bilalli Dani
MARTIRËT BOGUJEVCI,Martirët Bogujevci,Martiret Bogujevci
MARTIRËT BUSHI,Martirët Bushi,Martiret Bushi
MARTIRËT BYTYQI,Martirët Bytyqi,Martiret Bytyqi
MARTIRËT CAKA,Martirët Caka,Martiret Caka
MARTIRËT CANA,Martirët Cana,Martiret Cana
MARTIRËT DEMIRI,Martirët Demiri,Martiret Demiri
MARTIRËT DERVISHAJ,Martirët Dervishaj,Martiret Dervishaj
MARTIRËT DINAJ,Martirët Dinaj,Martiret Dinaj
MARTIRËT DRAGAJ,Martirët Dragaj,Martiret Dragaj
MARTIRËT DURIQI,Martirët Duriqi,Martiret Duriqi
MARTIRËT E 2 GUSHTIT,Martirët e 2 Gushtit,Martiret e 2 Gushtit
MARTIRËT E ABRISË,Martirët e Abrisë,Martiret e Abrise
MARTIRËT E AKLLAPIT,Martirët e Akllapit,Martiret e Akllapit
MARTIRËT E BARDHANIQIT,Martirët e Bardhaniqit,Martiret e Bardhaniqit
MARTIRËT E BATUSHËS,Martirët e Batushës,Martiret e Batushes
MARTIRËT E BERJAHËS,Martirët e Berjahës,Martiret e Berjahes
MARTIRËT E BEÇIQIT,Martirët e Beçiqit,Martiret e Beciqit
MARTIRËT E BISHTAZHINIT,Martirët e Bishtazhinit,Martiret e Bishtazhinit
MARTIRËT E BLLACËS,Martirët e Bllacës,Martiret e Bllaces
MARTIRËT E BUJANIT,Martirët e Bujanit,Martiret e Bujanit
MARTIRËT E BUROJËS,Martirët e Burojës,Martiret e Burojes
MARTIRËT E BUSISË,Martirët e Busisë,Martiret e Busise
MARTIRËT E DASHECIT,Martirët e Dashecit,Martiret e Dashecit
MARTIRËT E DEJNIT,Martirët e Dejnit,Martiret e Dejnit
MARTIRËT E DEMOKRACISË,Martirët e Demokracisë,Martiret e Demokracise
MARTIRËT E DERMJAKUT,Martirët e Dermjakut,Martiret e Dermjakut
MARTIRËT E DEVËS,Martirët e Devës,Martiret e Deves
MARTIRËT E DOBROSHIT,Martirët e Dobroshit,Martiret e Dobroshit
MARTIRËT E DRAGAQINËS,Martirët e Dragaqinës,Martiret e Dragaqines
MARTIRËT E DRENOCIT,Martirët e Drenocit,Martiret e Drenocit
MARTIRËT E DRITANIT,Martirët e Dritanit,Martiret e Dritanit
MARTIRËT E DRUARIT,Martirët e Druarit,Martiret e Druarit
MARTIRËT E DUBRAVËS,Martirët e Dubravës,Martiret e Dubraves
MARTIRËT E DUZHNJES,Martirët e Duzhnjes,Martiret e Duzhnjes
MARTIRËT E FSHAJIT,Martirët e Fshajit,Martiret e Fshajit
MARTIRËT E FSHATIT,Martirët e Fshatit,Martiret e Fshatit
MARTIRËT E GALICËS,Martirët e Galicës,Martiret e Galices
MARTIRËT E GRADICËS,Martirët e Gradicës,Martiret e Gradices
MARTIRËT E GURRËS,Martirët e Gurrës,Martiret e Gurres
MARTIRËT E GUSKËS,Martirët e Guskës,Martiret e Guskes
MARTIRËT E HALLAQIT,Martirët e Hallaqit,Martiret e Hallaqit
MARTIRËT E HASIT,Martirët e Hasit,Martiret e Hasit
MARTIRËT E HOGOSHTIT,Martirët e Hogoshtit,Martiret e Hogoshtit
MARTIRËT E KABASHIT,Martirët e Kabashit,Martiret e Kabashit
MARTIRËT E KARADAKUT,Martirët e Karadakut,Martiret e Karadakut
MARTIRËT E KAÇANDOLLIT,Martirët e Kaçandollit,Martiret e Kacandollit
MARTIRËT E KISHNICËS,Martirët e Kishnicës,Martiret e Kishnices
MARTIRËT E KLINËS,Martirët e Klinës,Martiret e Klines
MARTIRËT E KOMBIT,Martirët e Kombit,Martiret e Kombit
MARTIRËT E KOPILIQIT,Martirët e Kopiliqit,Martiret e Kopiliqit
MARTIRËT E KOPILIQIT TË POSHTËM,Martirët e Kopiliqit Të Poshtëm,Martiret e Kopiliqit Te Poshtem
MARTIRËT E KORENICËS,Martirët e Korenicës,Martiret e Korenices
MARTIRËT E KORRIKUT,Martirët e Korrikut,Martiret e Korrikut
MARTIRËT E KOSTËRCIT,Martirët e Kostërcit,Martiret e Kostercit
MARTIRËT E KOZHICËS,Martirët e Kozhicës,Martiret e Kozhices
MARTIRËT E KRAISHTËS,Martirët e Kraishtës,Martiret e Kraishtes
MARTIRËT E KRASMIROCIT,Martirët e Krasmirocit,Martiret e Krasmirocit
MARTIRËT E KRASNIQËVE,Martirët e Krasniqëve,Martiret e Krasniqeve
MARTIRËT E KRUSHËS,Martirët e Krushës,Martiret e Krushes
MARTIRËT E KUSHAVECIT,Martirët e Kushavecit,Martiret e Kushavecit
MARTIRËT E KUÇICËS,Martirët e Kuçicës,Martiret e Kucices
MARTIRËT E LAGJËS HADUM,Martirët e Lagjës Hadum,Martiret e Lagjes Hadum
MARTIRËT E LAGJËS HANKË,Martirët e Lagjës Hankë,Martiret e Lagjes Hanke
MARTIRËT E LESKOVECIT,Martirët e Leskovecit,Martiret e Leskovecit
MARTIRËT E LIKOCIT,Martirët e Likocit,Martiret e Likocit
MARTIRËT E LIPJANIT,Martirët e Lipjanit,Martiret e Lipjanit
MARTIRËT E LIRISË,Martirët e Lirisë,Martiret e Lirise
MARTIRËT E LIRISË  ÇABRAT,Martirët e Lirisë  Çabrat,Martiret e Lirise  Cabrat
MARTIRËT E LLAUSHËS,Martirët e Llaushës,Martiret e Llaushes
MARTIRËT E LUBAVECIT,Martirët e Lubavecit,Martiret e Lubavecit
MARTIRËT E LUBIQEVËS,Martirët e Lubiqevës,Martiret e Lubiqeves
MARTIRËT E LUFTËS,Martirët e Luftës,Martiret e Luftes
MARTIRËT E MAKËRMALIT,Martirët e Makërmalit,Martiret e Makermalit
MARTIRËT E MALOKËVE,Martirët e Malokëve,Martiret e Malokeve
MARTIRËT E MALËSISË,Martirët e Malësisë,Martiret e Malesise
MARTIRËT E MARINËS,Martirët e Marinës,Martiret e Marines
MARTIRËT E MARMULLIT,Martirët e Marmullit,Martiret e Marmullit
